question,answer
"What is employee with values employee_id: 6, last_name: Mitchell, first_name: Michael, title: IT Manager, reports_to: 1.0, birth_date: 1973-07-01 00:00:00, hire_date: 2003-10-17 00:00:00, address: 5827 Bowness Road NW, city: Calgary, state: AB, country: Canada, postal_code: T3B 0C5, phone: +1 (403) 246-9887, fax: +1 (403) 246-9899, email: michael@chinookcorp.com?","employee details are employee_id: 6, last_name: Mitchell, first_name: Michael, title: IT Manager, reports_to: 1.0, birth_date: 1973-07-01 00:00:00, hire_date: 2003-10-17 00:00:00, address: 5827 Bowness Road NW, city: Calgary, state: AB, country: Canada, postal_code: T3B 0C5, phone: +1 (403) 246-9887, fax: +1 (403) 246-9899, email: michael@chinookcorp.com."
"What is employee with values employee_id: 7, last_name: King, first_name: Robert, title: IT Staff, reports_to: 6.0, birth_date: 1970-05-29 00:00:00, hire_date: 2004-01-02 00:00:00, address: 590 Columbia Boulevard West, city: Lethbridge, state: AB, country: Canada, postal_code: T1K 5N8, phone: +1 (403) 456-9986, fax: +1 (403) 456-8485, email: robert@chinookcorp.com?","employee details are employee_id: 7, last_name: King, first_name: Robert, title: IT Staff, reports_to: 6.0, birth_date: 1970-05-29 00:00:00, hire_date: 2004-01-02 00:00:00, address: 590 Columbia Boulevard West, city: Lethbridge, state: AB, country: Canada, postal_code: T1K 5N8, phone: +1 (403) 456-9986, fax: +1 (403) 456-8485, email: robert@chinookcorp.com."
"What is employee with values employee_id: 8, last_name: Callahan, first_name: Laura, title: IT Staff, reports_to: 6.0, birth_date: 1968-01-09 00:00:00, hire_date: 2004-03-04 00:00:00, address: 923 7 ST NW, city: Lethbridge, state: AB, country: Canada, postal_code: T1H 1Y8, phone: +1 (403) 467-3351, fax: +1 (403) 467-8772, email: laura@chinookcorp.com?","employee details are employee_id: 8, last_name: Callahan, first_name: Laura, title: IT Staff, reports_to: 6.0, birth_date: 1968-01-09 00:00:00, hire_date: 2004-03-04 00:00:00, address: 923 7 ST NW, city: Lethbridge, state: AB, country: Canada, postal_code: T1H 1Y8, phone: +1 (403) 467-3351, fax: +1 (403) 467-8772, email: laura@chinookcorp.com."
"What is customer with values customer_id: 1, first_name: Luís, last_name: Gonçalves, company: Embraer - Empresa Brasileira de Aeronáutica S.A., address: Av. Brigadeiro Faria Lima, 2170, city: São José dos Campos, state: SP, country: Brazil, postal_code: 12227-000, phone: +55 (12) 3923-5555, fax: +55 (12) 3923-5566, email: luisg@embraer.com.br, support_rep_id: 3?","customer details are customer_id: 1, first_name: Luís, last_name: Gonçalves, company: Embraer - Empresa Brasileira de Aeronáutica S.A., address: Av. Brigadeiro Faria Lima, 2170, city: São José dos Campos, state: SP, country: Brazil, postal_code: 12227-000, phone: +55 (12) 3923-5555, fax: +55 (12) 3923-5566, email: luisg@embraer.com.br, support_rep_id: 3."
"What is customer with values customer_id: 2, first_name: Leonie, last_name: Köhler, company: None, address: Theodor-Heuss-Straße 34, city: Stuttgart, state: None, country: Germany, postal_code: 70174, phone: +49 0711 2842222, fax: None, email: leonekohler@surfeu.de, support_rep_id: 5?","customer details are customer_id: 2, first_name: Leonie, last_name: Köhler, company: None, address: Theodor-Heuss-Straße 34, city: Stuttgart, state: None, country: Germany, postal_code: 70174, phone: +49 0711 2842222, fax: None, email: leonekohler@surfeu.de, support_rep_id: 5."
"What is customer with values customer_id: 3, first_name: François, last_name: Tremblay, company: None, address: 1498 rue Bélanger, city: Montréal, state: QC, country: Canada, postal_code: H2G 1A7, phone: +1 (514) 721-4711, fax: None, email: ftremblay@gmail.com, support_rep_id: 3?","customer details are customer_id: 3, first_name: François, last_name: Tremblay, company: None, address: 1498 rue Bélanger, city: Montréal, state: QC, country: Canada, postal_code: H2G 1A7, phone: +1 (514) 721-4711, fax: None, email: ftremblay@gmail.com, support_rep_id: 3."
"What is customer with values customer_id: 4, first_name: Bjørn, last_name: Hansen, company: None, address: Ullevålsveien 14, city: Oslo, state: None, country: Norway, postal_code: 0171, phone: +47 22 44 22 22, fax: None, email: bjorn.hansen@yahoo.no, support_rep_id: 4?","customer details are customer_id: 4, first_name: Bjørn, last_name: Hansen, company: None, address: Ullevålsveien 14, city: Oslo, state: None, country: Norway, postal_code: 0171, phone: +47 22 44 22 22, fax: None, email: bjorn.hansen@yahoo.no, support_rep_id: 4."
"What is customer with values customer_id: 5, first_name: František, last_name: Wichterlová, company: JetBrains s.r.o., address: Klanova 9/506, city: Prague, state: None, country: Czech Republic, postal_code: 14700, phone: +420 2 4172 5555, fax: +420 2 4172 5555, email: frantisekw@jetbrains.com, support_rep_id: 4?","customer details are customer_id: 5, first_name: František, last_name: Wichterlová, company: JetBrains s.r.o., address: Klanova 9/506, city: Prague, state: None, country: Czech Republic, postal_code: 14700, phone: +420 2 4172 5555, fax: +420 2 4172 5555, email: frantisekw@jetbrains.com, support_rep_id: 4."
"What is customer with values customer_id: 6, first_name: Helena, last_name: Holý, company: None, address: Rilská 3174/6, city: Prague, state: None, country: Czech Republic, postal_code: 14300, phone: +420 2 4177 0449, fax: None, email: hholy@gmail.com, support_rep_id: 5?","customer details are customer_id: 6, first_name: Helena, last_name: Holý, company: None, address: Rilská 3174/6, city: Prague, state: None, country: Czech Republic, postal_code: 14300, phone: +420 2 4177 0449, fax: None, email: hholy@gmail.com, support_rep_id: 5."
"What is customer with values customer_id: 7, first_name: Astrid, last_name: Gruber, company: None, address: Rotenturmstraße 4, 1010 Innere Stadt, city: Vienne, state: None, country: Austria, postal_code: 1010, phone: +43 01 5134505, fax: None, email: astrid.gruber@apple.at, support_rep_id: 5?","customer details are customer_id: 7, first_name: Astrid, last_name: Gruber, company: None, address: Rotenturmstraße 4, 1010 Innere Stadt, city: Vienne, state: None, country: Austria, postal_code: 1010, phone: +43 01 5134505, fax: None, email: astrid.gruber@apple.at, support_rep_id: 5."
"What is customer with values customer_id: 8, first_name: Daan, last_name: Peeters, company: None, address: Grétrystraat 63, city: Brussels, state: None, country: Belgium, postal_code: 1000, phone: +32 02 219 03 03, fax: None, email: daan_peeters@apple.be, support_rep_id: 4?","customer details are customer_id: 8, first_name: Daan, last_name: Peeters, company: None, address: Grétrystraat 63, city: Brussels, state: None, country: Belgium, postal_code: 1000, phone: +32 02 219 03 03, fax: None, email: daan_peeters@apple.be, support_rep_id: 4."
"What is customer with values customer_id: 9, first_name: Kara, last_name: Nielsen, company: None, address: Sønder Boulevard 51, city: Copenhagen, state: None, country: Denmark, postal_code: 1720, phone: +453 3331 9991, fax: None, email: kara.nielsen@jubii.dk, support_rep_id: 4?","customer details are customer_id: 9, first_name: Kara, last_name: Nielsen, company: None, address: Sønder Boulevard 51, city: Copenhagen, state: None, country: Denmark, postal_code: 1720, phone: +453 3331 9991, fax: None, email: kara.nielsen@jubii.dk, support_rep_id: 4."
"What is customer with values customer_id: 10, first_name: Eduardo, last_name: Martins, company: Woodstock Discos, address: Rua Dr. Falcão Filho, 155, city: São Paulo, state: SP, country: Brazil, postal_code: 01007-010, phone: +55 (11) 3033-5446, fax: +55 (11) 3033-4564, email: eduardo@woodstock.com.br, support_rep_id: 4?","customer details are customer_id: 10, first_name: Eduardo, last_name: Martins, company: Woodstock Discos, address: Rua Dr. Falcão Filho, 155, city: São Paulo, state: SP, country: Brazil, postal_code: 01007-010, phone: +55 (11) 3033-5446, fax: +55 (11) 3033-4564, email: eduardo@woodstock.com.br, support_rep_id: 4."
"What is customer with values customer_id: 11, first_name: Alexandre, last_name: Rocha, company: Banco do Brasil S.A., address: Av. Paulista, 2022, city: São Paulo, state: SP, country: Brazil, postal_code: 01310-200, phone: +55 (11) 3055-3278, fax: +55 (11) 3055-8131, email: alero@uol.com.br, support_rep_id: 5?","customer details are customer_id: 11, first_name: Alexandre, last_name: Rocha, company: Banco do Brasil S.A., address: Av. Paulista, 2022, city: São Paulo, state: SP, country: Brazil, postal_code: 01310-200, phone: +55 (11) 3055-3278, fax: +55 (11) 3055-8131, email: alero@uol.com.br, support_rep_id: 5."
"What is customer with values customer_id: 12, first_name: Roberto, last_name: Almeida, company: Riotur, address: Praça Pio X, 119, city: Rio de Janeiro, state: RJ, country: Brazil, postal_code: 20040-020, phone: +55 (21) 2271-7000, fax: +55 (21) 2271-7070, email: roberto.almeida@riotur.gov.br, support_rep_id: 3?","customer details are customer_id: 12, first_name: Roberto, last_name: Almeida, company: Riotur, address: Praça Pio X, 119, city: Rio de Janeiro, state: RJ, country: Brazil, postal_code: 20040-020, phone: +55 (21) 2271-7000, fax: +55 (21) 2271-7070, email: roberto.almeida@riotur.gov.br, support_rep_id: 3."
"What is customer with values customer_id: 13, first_name: Fernanda, last_name: Ramos, company: None, address: Qe 7 Bloco G, city: Brasília, state: DF, country: Brazil, postal_code: 71020-677, phone: +55 (61) 3363-5547, fax: +55 (61) 3363-7855, email: fernadaramos4@uol.com.br, support_rep_id: 4?","customer details are customer_id: 13, first_name: Fernanda, last_name: Ramos, company: None, address: Qe 7 Bloco G, city: Brasília, state: DF, country: Brazil, postal_code: 71020-677, phone: +55 (61) 3363-5547, fax: +55 (61) 3363-7855, email: fernadaramos4@uol.com.br, support_rep_id: 4."
"What is customer with values customer_id: 14, first_name: Mark, last_name: Philips, company: Telus, address: 8210 111 ST NW, city: Edmonton, state: AB, country: Canada, postal_code: T6G 2C7, phone: +1 (780) 434-4554, fax: +1 (780) 434-5565, email: mphilips12@shaw.ca, support_rep_id: 5?","customer details are customer_id: 14, first_name: Mark, last_name: Philips, company: Telus, address: 8210 111 ST NW, city: Edmonton, state: AB, country: Canada, postal_code: T6G 2C7, phone: +1 (780) 434-4554, fax: +1 (780) 434-5565, email: mphilips12@shaw.ca, support_rep_id: 5."
"What is customer with values customer_id: 15, first_name: Jennifer, last_name: Peterson, company: Rogers Canada, address: 700 W Pender Street, city: Vancouver, state: BC, country: Canada, postal_code: V6C 1G8, phone: +1 (604) 688-2255, fax: +1 (604) 688-8756, email: jenniferp@rogers.ca, support_rep_id: 3?","customer details are customer_id: 15, first_name: Jennifer, last_name: Peterson, company: Rogers Canada, address: 700 W Pender Street, city: Vancouver, state: BC, country: Canada, postal_code: V6C 1G8, phone: +1 (604) 688-2255, fax: +1 (604) 688-8756, email: jenniferp@rogers.ca, support_rep_id: 3."
"What is customer with values customer_id: 16, first_name: Frank, last_name: Harris, company: Google Inc., address: 1600 Amphitheatre Parkway, city: Mountain View, state: CA, country: USA, postal_code: 94043-1351, phone: +1 (650) 253-0000, fax: +1 (650) 253-0000, email: fharris@google.com, support_rep_id: 4?","customer details are customer_id: 16, first_name: Frank, last_name: Harris, company: Google Inc., address: 1600 Amphitheatre Parkway, city: Mountain View, state: CA, country: USA, postal_code: 94043-1351, phone: +1 (650) 253-0000, fax: +1 (650) 253-0000, email: fharris@google.com, support_rep_id: 4."
"What is customer with values customer_id: 17, first_name: Jack, last_name: Smith, company: Microsoft Corporation, address: 1 Microsoft Way, city: Redmond, state: WA, country: USA, postal_code: 98052-8300, phone: +1 (425) 882-8080, fax: +1 (425) 882-8081, email: jacksmith@microsoft.com, support_rep_id: 5?","customer details are customer_id: 17, first_name: Jack, last_name: Smith, company: Microsoft Corporation, address: 1 Microsoft Way, city: Redmond, state: WA, country: USA, postal_code: 98052-8300, phone: +1 (425) 882-8080, fax: +1 (425) 882-8081, email: jacksmith@microsoft.com, support_rep_id: 5."
"What is customer with values customer_id: 18, first_name: Michelle, last_name: Brooks, company: None, address: 627 Broadway, city: New York, state: NY, country: USA, postal_code: 10012-2612, phone: +1 (212) 221-3546, fax: +1 (212) 221-4679, email: michelleb@aol.com, support_rep_id: 3?","customer details are customer_id: 18, first_name: Michelle, last_name: Brooks, company: None, address: 627 Broadway, city: New York, state: NY, country: USA, postal_code: 10012-2612, phone: +1 (212) 221-3546, fax: +1 (212) 221-4679, email: michelleb@aol.com, support_rep_id: 3."
